Date,Open,High,Low,Close,Volume,Adj Close
2006-02-22,1465.62,1465.62,1465.62,1465.62,000,1465.62
2006-02-21,1444.35,1444.35,1444.35,1444.35,000,1444.35
2006-02-20,1459.48,1459.48,1459.48,1459.48,000,1459.48
2006-02-17,1428.14,1428.14,1428.14,1428.14,000,1428.14
2006-02-16,1381.59,1381.59,1381.59,1381.59,000,1381.59
2006-02-15,1375.10,1375.10,1375.10,1375.10,000,1375.10
2006-02-14,1367.91,1367.91,1367.91,1367.91,000,1367.91
2006-02-13,1365.24,1365.24,1365.24,1365.24,000,1365.24
2006-02-10,1365.26,1365.26,1365.26,1365.26,000,1365.26
2006-02-09,1366.37,1366.37,1366.37,1366.37,000,1366.37
2006-02-08,1335.19,1335.19,1335.19,1335.19,000,1335.19
2006-02-07,1330.64,1330.64,1330.64,1330.64,000,1330.64
2006-02-06,1325.27,1325.27,1325.27,1325.27,000,1325.27
2006-02-03,1308.13,1308.13,1308.13,1308.13,000,1308.13
2006-02-02,1334.85,1334.85,1334.85,1334.85,000,1334.85
2006-02-01,1339.57,1339.57,1339.57,1339.57,000,1339.57
2006-01-31,1315.96,1315.96,1315.96,1315.96,000,1315.96
2006-01-30,1332.27,1332.27,1332.27,1332.27,000,1332.27
2006-01-27,1373.22,1373.22,1373.22,1373.22,000,1373.22
2006-01-26,1337.82,1337.82,1337.82,1337.82,000,1337.82
2006-01-25,1324.65,1324.65,1324.65,1324.65,000,1324.65
2006-01-24,1307.05,1307.05,1307.05,1307.05,000,1307.05
2006-01-23,1295.39,1295.39,1295.39,1295.39,000,1295.39
2006-01-20,1304.53,1304.53,1304.53,1304.53,000,1304.53
2006-01-19,1278.28,1278.28,1278.28,1278.28,000,1278.28
2006-01-18,1235.01,1235.01,1235.01,1235.01,000,1235.01
2006-01-17,1253.58,1253.58,1253.58,1253.58,000,1253.58
2006-01-16,1276.90,1276.90,1276.90,1276.90,000,1276.90
2006-01-13,1239.76,1239.76,1239.76,1239.76,000,1239.76
2006-01-12,1255.92,1255.92,1255.92,1255.92,000,1255.92
2006-01-11,1216.66,1216.66,1216.66,1216.66,000,1216.66
2006-01-10,1190.34,1190.34,1190.34,1190.34,000,1190.34
2006-01-09,1125.60,1125.60,1125.60,1125.60,000,1125.60
2006-01-06,1125.60,1125.60,1125.60,1125.60,000,1125.60
2006-01-05,1125.60,1125.60,1125.60,1125.60,000,1125.60
2006-01-04,1125.60,1125.60,1125.60,1125.60,000,1125.60
2006-01-03,1125.60,1125.60,1125.60,1125.60,000,1125.60
2006-01-02,1125.60,1125.60,1125.60,1125.60,000,1125.60
2005-12-30,1125.60,1125.60,1125.60,1125.60,000,1125.60
2005-12-29,1122.21,1122.21,1122.21,1122.21,000,1122.21
2005-12-28,1115.92,1115.92,1115.92,1115.92,000,1115.92
2005-12-27,1123.91,1123.91,1123.91,1123.91,000,1123.91
2005-12-26,1127.28,1127.28,1127.28,1127.28,000,1127.28
2005-12-23,1126.09,1126.09,1126.09,1126.09,000,1126.09
2005-12-22,1128.51,1128.51,1128.51,1128.51,000,1128.51
2005-12-21,1105.27,1105.27,1105.27,1105.27,000,1105.27
2005-12-20,1100.78,1100.78,1100.78,1100.78,000,1100.78
2005-12-19,1103.84,1103.84,1103.84,1103.84,000,1103.84
2005-12-16,1099.36,1099.36,1099.36,1099.36,000,1099.36
2005-12-15,1101.12,1101.12,1101.12,1101.12,000,1101.12
2005-12-14,1105.67,1105.67,1105.67,1105.67,000,1105.67
2005-12-13,1094.03,1094.03,1094.03,1094.03,000,1094.03
2005-12-12,1095.75,1095.75,1095.75,1095.75,000,1095.75
2005-12-09,1082.40,1082.40,1082.40,1082.40,000,1082.40
2005-12-08,1079.48,1079.48,1079.48,1079.48,000,1079.48
2005-12-07,1083.18,1083.18,1083.18,1083.18,000,1083.18
2005-12-06,1072.34,1072.34,1072.34,1072.34,000,1072.34
2005-12-05,1076.02,1076.02,1076.02,1076.02,000,1076.02
2005-12-02,1073.16,1073.16,1073.16,1073.16,000,1073.16
2005-12-01,1058.93,1058.93,1058.93,1058.93,000,1058.93
2005-11-30,1037.26,1037.26,1037.26,1037.26,000,1037.26
2005-11-29,1034.91,1034.91,1034.91,1034.91,000,1034.91
2005-11-28,1039.80,1039.80,1039.80,1039.80,000,1039.80
2005-11-25,1034.52,1034.52,1034.52,1034.52,000,1034.52
2005-11-24,1029.46,1029.46,1029.46,1029.46,000,1029.46
2005-11-23,1017.15,1017.15,1017.15,1017.15,000,1017.15
2005-11-22,1014.76,1014.76,1014.76,1014.76,000,1014.76
2005-11-21,1020.98,1020.98,1020.98,1020.98,000,1020.98
2005-11-18,1013.92,1013.92,1013.92,1013.92,000,1013.92
2005-11-17,1014.37,1014.37,1014.37,1014.37,000,1014.37
2005-11-16,989.72,989.72,989.72,989.72,000,989.72
2005-11-15,991.22,991.22,991.22,991.22,000,991.22
2005-11-14,988.97,988.97,988.97,988.97,000,988.97
2005-11-11,969.58,969.58,969.58,969.58,000,969.58
2005-11-10,972.23,972.23,972.23,972.23,000,972.23
2005-11-09,980.29,980.29,980.29,980.29,000,980.29
2005-11-08,971.21,971.21,971.21,971.21,000,971.21
2005-11-07,971.64,971.64,971.64,971.64,000,971.64
2005-11-04,972.43,972.43,972.43,972.43,000,972.43
2005-11-03,972.43,972.43,972.43,972.43,000,972.43
2005-11-02,964.35,964.35,964.35,964.35,000,964.35
2005-11-01,942.11,942.11,942.11,942.11,000,942.11
2005-10-31,934.99,934.99,934.99,934.99,000,934.99
2005-10-28,910.75,910.75,910.75,910.75,000,910.75
2005-10-27,898.48,898.48,898.48,898.48,000,898.48
2005-10-26,910.42,910.42,910.42,910.42,000,910.42
2005-10-25,904.35,904.35,904.35,904.35,000,904.35
2005-10-24,908.57,908.57,908.57,908.57,000,908.57
2005-10-21,887.88,887.88,887.88,887.88,000,887.88
2005-10-20,887.37,887.37,887.37,887.37,000,887.37
2005-10-19,882.10,882.10,882.10,882.10,000,882.10
2005-10-18,918.17,918.17,918.17,918.17,000,918.17
2005-10-17,915.41,915.41,915.41,915.41,000,915.41
2005-10-14,911.17,911.17,911.17,911.17,000,911.17
2005-10-13,935.15,935.15,935.15,935.15,000,935.15
2005-10-12,966.87,966.87,966.87,966.87,000,966.87
2005-10-11,994.88,994.88,994.88,994.88,000,994.88
2005-10-10,970.29,970.29,970.29,970.29,000,970.29
2005-10-07,949.12,949.12,949.12,949.12,000,949.12
2005-10-06,954.57,954.57,954.57,954.57,000,954.57
2005-10-05,1009.64,1009.64,1009.64,1009.64,000,1009.64
2005-10-04,1045.02,1045.02,1045.02,1045.02,000,1045.02
2005-10-03,1038.76,1038.76,1038.76,1038.76,000,1038.76
2005-09-30,1007.76,1007.76,1007.76,1007.76,000,1007.76
2005-09-29,991.13,991.13,991.13,991.13,000,991.13
2005-09-28,988.28,988.28,988.28,988.28,000,988.28
2005-09-27,984.52,984.52,984.52,984.52,000,984.52
2005-09-26,954.79,954.79,954.79,954.79,000,954.79
2005-09-23,965.30,965.30,965.30,965.30,000,965.30
2005-09-22,966.02,966.02,966.02,966.02,000,966.02
2005-09-21,960.50,960.50,960.50,960.50,000,960.50
2005-09-20,944.99,944.99,944.99,944.99,000,944.99
2005-09-19,946.33,946.33,946.33,946.33,000,946.33
2005-09-16,923.03,923.03,923.03,923.03,000,923.03
2005-09-15,906.86,906.86,906.86,906.86,000,906.86
2005-09-14,896.10,896.10,896.10,896.10,000,896.10
2005-09-13,900.16,900.16,900.16,900.16,000,900.16
2005-09-12,903.87,903.87,903.87,903.87,000,903.87
2005-09-09,905.89,905.89,905.89,905.89,000,905.89
2005-09-08,883.14,883.14,883.14,883.14,000,883.14
2005-09-07,866.57,866.57,866.57,866.57,000,866.57
2005-09-06,882.58,882.58,882.58,882.58,000,882.58
2005-09-05,910.14,910.14,910.14,910.14,000,910.14
2005-09-02,909.88,909.88,909.88,909.88,000,909.88
2005-09-01,894.57,894.57,894.57,894.57,000,894.57
2005-08-31,882.03,882.03,882.03,882.03,000,882.03
2005-08-30,880.87,880.87,880.87,880.87,000,880.87
2005-08-29,876.05,876.05,876.05,876.05,000,876.05
2005-08-26,873.01,873.01,873.01,873.01,000,873.01
2005-08-25,864.95,864.95,864.95,864.95,000,864.95
2005-08-24,863.53,863.53,863.53,863.53,000,863.53
2005-08-23,861.41,861.41,861.41,861.41,000,861.41
2005-08-22,858.49,858.49,858.49,858.49,000,858.49
2005-08-19,852.70,852.70,852.70,852.70,000,852.70
2005-08-18,840.44,840.44,840.44,840.44,000,840.44
2005-08-17,846.54,846.54,846.54,846.54,000,846.54
2005-08-16,836.25,836.25,836.25,836.25,000,836.25
2005-08-15,812.30,812.30,812.30,812.30,000,812.30
2005-08-12,805.70,805.70,805.70,805.70,000,805.70
2005-08-11,805.13,805.13,805.13,805.13,000,805.13
2005-08-10,815.13,815.13,815.13,815.13,000,815.13
2005-08-09,813.19,813.19,813.19,813.19,000,813.19
2005-08-08,810.00,810.00,810.00,810.00,000,810.00
2005-08-05,803.22,803.22,803.22,803.22,000,803.22
2005-08-04,794.02,794.02,794.02,794.02,000,794.02
2005-08-03,780.94,780.94,780.94,780.94,000,780.94
2005-08-02,790.63,790.63,790.63,790.63,000,790.63
2005-08-01,782.40,782.40,782.40,782.40,000,782.40
2005-07-29,778.93,778.93,778.93,778.93,000,778.93
2005-07-28,779.18,779.18,779.18,779.18,000,779.18
2005-07-27,770.57,770.57,770.57,770.57,000,770.57
2005-07-26,768.13,768.13,768.13,768.13,000,768.13
2005-07-25,779.19,779.19,779.19,779.19,000,779.19
2005-07-22,770.10,770.10,770.10,770.10,000,770.10
2005-07-21,756.84,756.84,756.84,756.84,000,756.84
2005-07-20,757.83,757.83,757.83,757.83,000,757.83
2005-07-19,745.55,745.55,745.55,745.55,000,745.55
2005-07-18,743.01,743.01,743.01,743.01,000,743.01
2005-07-15,746.17,746.17,746.17,746.17,000,746.17
2005-07-14,755.29,755.29,755.29,755.29,000,755.29
2005-07-13,758.06,758.06,758.06,758.06,000,758.06
2005-07-12,751.78,751.78,751.78,751.78,000,751.78
2005-07-11,750.96,750.96,750.96,750.96,000,750.96
2005-07-08,749.06,749.06,749.06,749.06,000,749.06
2005-07-07,737.35,737.35,737.35,737.35,000,737.35
2005-07-06,740.25,740.25,740.25,740.25,000,740.25
2005-07-05,719.21,719.21,719.21,719.21,000,719.21
2005-07-04,720.51,720.51,720.51,720.51,000,720.51
2005-07-01,717.87,717.87,717.87,717.87,000,717.87
2005-06-30,706.38,706.38,706.38,706.38,000,706.38
2005-06-29,698.40,698.40,698.40,698.40,000,698.40
2005-06-28,698.93,698.93,698.93,698.93,000,698.93
2005-06-27,700.00,700.00,700.00,700.00,000,700.00
2005-06-24,701.98,701.98,701.98,701.98,000,701.98
2005-06-23,702.28,702.28,702.28,702.28,000,702.28
2005-06-22,695.94,695.94,695.94,695.94,000,695.94
2005-06-21,690.04,690.04,690.04,690.04,000,690.04
2005-06-20,690.23,690.23,690.23,690.23,000,690.23
2005-06-17,685.41,685.41,685.41,685.41,000,685.41
2005-06-16,679.35,679.35,679.35,679.35,000,679.35
2005-06-15,681.51,681.51,681.51,681.51,000,681.51
2005-06-14,685.23,685.23,685.23,685.23,000,685.23
2005-06-13,676.78,676.78,676.78,676.78,000,676.78
2005-06-10,676.78,676.78,676.78,676.78,000,676.78
2005-06-09,673.72,673.72,673.72,673.72,000,673.72
2005-06-08,671.91,671.91,671.91,671.91,000,671.91
2005-06-07,673.03,673.03,673.03,673.03,000,673.03
2005-06-06,676.18,676.18,676.18,676.18,000,676.18
2005-06-03,676.17,676.17,676.17,676.17,000,676.17
2005-06-02,676.28,676.28,676.28,676.28,000,676.28
2005-06-01,667.13,667.13,667.13,667.13,000,667.13
2005-05-31,674.44,674.44,674.44,674.44,000,674.44
2005-05-30,666.79,666.79,666.79,666.79,000,666.79
2005-05-27,671.40,671.40,671.40,671.40,000,671.40
2005-05-26,670.65,670.65,670.65,670.65,000,670.65
2005-05-25,669.24,669.24,669.24,669.24,000,669.24
2005-05-24,669.65,669.65,669.65,669.65,000,669.65
2005-05-23,646.22,646.22,646.22,646.22,000,646.22
2005-05-20,646.50,646.50,646.50,646.50,000,646.50
2005-05-19,647.08,647.08,647.08,647.08,000,647.08
2005-05-18,647.38,647.38,647.38,647.38,000,647.38
2005-05-17,637.71,637.71,637.71,637.71,000,637.71
2005-05-16,633.69,633.69,633.69,633.69,000,633.69
2005-05-13,639.90,639.90,639.90,639.90,000,639.90
2005-05-12,648.80,648.80,648.80,648.80,000,648.80
2005-05-11,662.84,662.84,662.84,662.84,000,662.84
2005-05-10,670.33,670.33,670.33,670.33,000,670.33
2005-05-09,670.33,670.33,670.33,670.33,000,670.33
2005-05-06,670.33,670.33,670.33,670.33,000,670.33
2005-05-05,671.12,671.12,671.12,671.12,000,671.12
2005-05-04,669.13,669.13,669.13,669.13,000,669.13
2005-05-03,669.36,669.36,669.36,669.36,000,669.36
2005-05-02,670.36,670.36,670.36,670.36,000,670.36
2005-04-29,670.36,670.36,670.36,670.36,000,670.36
2005-04-28,669.18,669.18,669.18,669.18,000,669.18
2005-04-27,675.11,675.11,675.11,675.11,000,675.11
2005-04-26,685.38,685.38,685.38,685.38,000,685.38
2005-04-25,687.24,687.24,687.24,687.24,000,687.24
2005-04-22,686.72,686.72,686.72,686.72,000,686.72
2005-04-21,681.74,681.74,681.74,681.74,000,681.74
2005-04-20,675.75,675.75,675.75,675.75,000,675.75
2005-04-19,673.05,673.05,673.05,673.05,000,673.05
2005-04-18,674.96,674.96,674.96,674.96,000,674.96
2005-04-15,688.90,688.90,688.90,688.90,000,688.90
2005-04-14,692.92,692.92,692.92,692.92,000,692.92
2005-04-13,705.84,705.84,705.84,705.84,000,705.84
2005-04-12,698.18,698.18,698.18,698.18,000,698.18
2005-04-11,701.61,701.61,701.61,701.61,000,701.61
2005-04-08,719.74,719.74,719.74,719.74,000,719.74
2005-04-07,710.75,710.75,710.75,710.75,000,710.75
2005-04-06,708.34,708.34,708.34,708.34,000,708.34
2005-04-05,691.52,691.52,691.52,691.52,000,691.52
2005-04-04,688.74,688.74,688.74,688.74,000,688.74
2005-04-01,680.38,680.38,680.38,680.38,000,680.38
2005-03-31,669.07,669.07,669.07,669.07,000,669.07
2005-03-30,665.33,665.33,665.33,665.33,000,665.33
2005-03-29,674.48,674.48,674.48,674.48,000,674.48
2005-03-28,680.52,680.52,680.52,680.52,000,680.52
2005-03-25,686.54,686.54,686.54,686.54,000,686.54
2005-03-24,678.70,678.70,678.70,678.70,000,678.70
2005-03-23,661.95,661.95,661.95,661.95,000,661.95
2005-03-22,674.29,674.29,674.29,674.29,000,674.29
2005-03-21,667.23,667.23,667.23,667.23,000,667.23
2005-03-18,679.27,679.27,679.27,679.27,000,679.27
2005-03-17,680.21,680.21,680.21,680.21,000,680.21
2005-03-16,677.12,677.12,677.12,677.12,000,677.12
2005-03-15,698.71,698.71,698.71,698.71,000,698.71
2005-03-14,697.54,697.54,697.54,697.54,000,697.54
2005-03-11,704.54,704.54,704.54,704.54,000,704.54
2005-03-10,705.95,705.95,705.95,705.95,000,705.95
2005-03-09,716.83,716.83,716.83,716.83,000,716.83
2005-03-08,706.76,706.76,706.76,706.76,000,706.76
2005-03-07,706.76,706.76,706.76,706.76,000,706.76
2005-03-04,706.76,706.76,706.76,706.76,000,706.76
2005-03-03,702.58,702.58,702.58,702.58,000,702.58
2005-03-02,704.05,704.05,704.05,704.05,000,704.05
2005-03-01,714.10,714.10,714.10,714.10,000,714.10
2005-02-28,716.42,716.42,716.42,716.42,000,716.42
2005-02-25,701.35,701.35,701.35,701.35,000,701.35
2005-02-24,690.23,690.23,690.23,690.23,000,690.23
2005-02-23,673.13,673.13,673.13,673.13,000,673.13
2005-02-22,673.13,673.13,673.13,673.13,000,673.13
2005-02-21,674.62,674.62,674.62,674.62,000,674.62
2005-02-18,669.08,669.08,669.08,669.08,000,669.08
2005-02-17,665.69,665.69,665.69,665.69,000,665.69
2005-02-16,661.99,661.99,661.99,661.99,000,661.99
2005-02-15,658.66,658.66,658.66,658.66,000,658.66
2005-02-14,653.65,653.65,653.65,653.65,000,653.65
2005-02-11,655.04,655.04,655.04,655.04,000,655.04
2005-02-10,654.60,654.60,654.60,654.60,000,654.60
2005-02-09,656.59,656.59,656.59,656.59,000,656.59
2005-02-08,654.96,654.96,654.96,654.96,000,654.96
2005-02-07,656.59,656.59,656.59,656.59,000,656.59
2005-02-04,654.63,654.63,654.63,654.63,000,654.63
2005-02-03,654.84,654.84,654.84,654.84,000,654.84
2005-02-02,650.98,650.98,650.98,650.98,000,650.98
2005-02-01,640.32,640.32,640.32,640.32,000,640.32
2005-01-31,637.21,637.21,637.21,637.21,000,637.21
2005-01-28,625.15,625.15,625.15,625.15,000,625.15
2005-01-27,612.24,612.24,612.24,612.24,000,612.24
2005-01-26,605.31,605.31,605.31,605.31,000,605.31
2005-01-25,607.14,607.14,607.14,607.14,000,607.14
2005-01-24,599.71,599.71,599.71,599.71,000,599.71
2005-01-21,593.22,593.22,593.22,593.22,000,593.22
2005-01-20,591.67,591.67,591.67,591.67,000,591.67
2005-01-19,599.52,599.52,599.52,599.52,000,599.52
2005-01-18,601.76,601.76,601.76,601.76,000,601.76
2005-01-17,613.62,613.62,613.62,613.62,000,613.62
2005-01-14,611.74,611.74,611.74,611.74,000,611.74
2005-01-13,605.21,605.21,605.21,605.21,000,605.21
2005-01-12,605.46,605.46,605.46,605.46,000,605.46
2005-01-11,607.57,607.57,607.57,607.57,000,607.57
2005-01-10,614.11,614.11,614.11,614.11,000,614.11
2005-01-07,614.11,614.11,614.11,614.11,000,614.11
2005-01-06,614.11,614.11,614.11,614.11,000,614.11
2005-01-05,614.11,614.11,614.11,614.11,000,614.11
2005-01-04,614.11,614.11,614.11,614.11,000,614.11
2005-01-03,614.11,614.11,614.11,614.11,000,614.11
2004-12-31,614.11,614.11,614.11,614.11,000,614.11
2004-12-30,605.66,605.66,605.66,605.66,000,605.66
2004-12-29,598.55,598.55,598.55,598.55,000,598.55
2004-12-28,600.13,600.13,600.13,600.13,000,600.13
2004-12-27,605.78,605.78,605.78,605.78,000,605.78
2004-12-24,597.17,597.17,597.17,597.17,000,597.17
2004-12-23,595.46,595.46,595.46,595.46,000,595.46
2004-12-22,582.94,582.94,582.94,582.94,000,582.94
2004-12-21,585.86,585.86,585.86,585.86,000,585.86
2004-12-20,549.02,549.02,549.02,549.02,000,549.02
2004-12-17,555.88,555.88,555.88,555.88,000,555.88
2004-12-16,567.37,567.37,567.37,567.37,000,567.37
2004-12-15,572.25,572.25,572.25,572.25,000,572.25
2004-12-14,563.55,563.55,563.55,563.55,000,563.55
2004-12-13,545.52,545.52,545.52,545.52,000,545.52
2004-12-10,545.52,545.52,545.52,545.52,000,545.52
2004-12-09,546.11,546.11,546.11,546.11,000,546.11
2004-12-08,574.09,574.09,574.09,574.09,000,574.09
2004-12-07,607.55,607.55,607.55,607.55,000,607.55
2004-12-06,596.43,596.43,596.43,596.43,000,596.43
2004-12-03,595.39,595.39,595.39,595.39,000,595.39
2004-12-02,604.65,604.65,604.65,604.65,000,604.65
2004-12-01,611.07,611.07,611.07,611.07,000,611.07
2004-11-30,627.98,627.98,627.98,627.98,000,627.98
2004-11-29,631.87,631.87,631.87,631.87,000,631.87
2004-11-26,633.44,633.44,633.44,633.44,000,633.44
2004-11-25,632.44,632.44,632.44,632.44,000,632.44
2004-11-24,648.25,648.25,648.25,648.25,000,648.25
2004-11-23,653.97,653.97,653.97,653.97,000,653.97
2004-11-22,662.30,662.30,662.30,662.30,000,662.30
2004-11-19,655.44,655.44,655.44,655.44,000,655.44
2004-11-18,681.87,681.87,681.87,681.87,000,681.87
2004-11-17,673.06,673.06,673.06,673.06,000,673.06
2004-11-16,665.38,665.38,665.38,665.38,000,665.38
2004-11-15,663.06,663.06,663.06,663.06,000,663.06
2004-11-12,664.73,664.73,664.73,664.73,000,664.73
2004-11-11,660.85,660.85,660.85,660.85,000,660.85
2004-11-10,664.87,664.87,664.87,664.87,000,664.87
2004-11-09,674.37,674.37,674.37,674.37,000,674.37
2004-11-08,670.84,670.84,670.84,670.84,000,670.84
2004-11-05,670.84,670.84,670.84,670.84,000,670.84
2004-11-04,662.65,662.65,662.65,662.65,000,662.65
2004-11-03,657.69,657.69,657.69,657.69,000,657.69
2004-11-02,654.30,654.30,654.30,654.30,000,654.30
2004-11-01,665.71,665.71,665.71,665.71,000,665.71
2004-10-29,663.67,663.67,663.67,663.67,000,663.67
2004-10-28,657.66,657.66,657.66,657.66,000,657.66
2004-10-27,668.64,668.64,668.64,668.64,000,668.64
2004-10-26,653.23,653.23,653.23,653.23,000,653.23
2004-10-25,649.21,649.21,649.21,649.21,000,649.21
2004-10-22,648.14,648.14,648.14,648.14,000,648.14
2004-10-21,638.77,638.77,638.77,638.77,000,638.77
2004-10-20,641.19,641.19,641.19,641.19,000,641.19
2004-10-19,668.23,668.23,668.23,668.23,000,668.23
2004-10-18,668.52,668.52,668.52,668.52,000,668.52
2004-10-15,658.96,658.96,658.96,658.96,000,658.96
2004-10-14,662.19,662.19,662.19,662.19,000,662.19
2004-10-13,663.47,663.47,663.47,663.47,000,663.47
2004-10-12,667.24,667.24,667.24,667.24,000,667.24
2004-10-11,690.52,690.52,690.52,690.52,000,690.52
2004-10-08,690.60,690.60,690.60,690.60,000,690.60
2004-10-07,689.01,689.01,689.01,689.01,000,689.01
2004-10-06,679.01,679.01,679.01,679.01,000,679.01
2004-10-05,674.36,674.36,674.36,674.36,000,674.36
2004-10-04,663.26,663.26,663.26,663.26,000,663.26
2004-10-01,648.28,648.28,648.28,648.28,000,648.28
2004-09-30,631.65,631.65,631.65,631.65,000,631.65
2004-09-29,631.58,631.58,631.58,631.58,000,631.58
2004-09-28,629.14,629.14,629.14,629.14,000,629.14
2004-09-27,627.11,627.11,627.11,627.11,000,627.11
2004-09-24,624.41,624.41,624.41,624.41,000,624.41
2004-09-23,623.88,623.88,623.88,623.88,000,623.88
2004-09-22,624.60,624.60,624.60,624.60,000,624.60
2004-09-21,621.50,621.50,621.50,621.50,000,621.50
2004-09-20,612.58,612.58,612.58,612.58,000,612.58
2004-09-17,612.22,612.22,612.22,612.22,000,612.22
2004-09-16,615.50,615.50,615.50,615.50,000,615.50
2004-09-15,612.04,612.04,612.04,612.04,000,612.04
2004-09-14,612.49,612.49,612.49,612.49,000,612.49
2004-09-13,605.65,605.65,605.65,605.65,000,605.65
2004-09-10,604.50,604.50,604.50,604.50,000,604.50
2004-09-09,600.41,600.41,600.41,600.41,000,600.41
2004-09-08,596.02,596.02,596.02,596.02,000,596.02
2004-09-07,599.49,599.49,599.49,599.49,000,599.49
2004-09-06,598.19,598.19,598.19,598.19,000,598.19
2004-09-03,589.24,589.24,589.24,589.24,000,589.24
2004-09-02,587.01,587.01,587.01,587.01,000,587.01
2004-09-01,583.67,583.67,583.67,583.67,000,583.67
2004-08-31,584.65,584.65,584.65,584.65,000,584.65
2004-08-30,575.28,575.28,575.28,575.28,000,575.28
2004-08-27,575.10,575.10,575.10,575.10,000,575.10
2004-08-26,563.52,563.52,563.52,563.52,000,563.52
2004-08-25,558.49,558.49,558.49,558.49,000,558.49
2004-08-24,557.34,557.34,557.34,557.34,000,557.34
2004-08-23,548.52,548.52,548.52,548.52,000,548.52
2004-08-20,551.69,551.69,551.69,551.69,000,551.69
2004-08-19,547.69,547.69,547.69,547.69,000,547.69
2004-08-18,546.11,546.11,546.11,546.11,000,546.11
2004-08-17,560.67,560.67,560.67,560.67,000,560.67
2004-08-16,558.64,558.64,558.64,558.64,000,558.64
2004-08-13,555.37,555.37,555.37,555.37,000,555.37
2004-08-12,539.01,539.01,539.01,539.01,000,539.01
2004-08-11,537.05,537.05,537.05,537.05,000,537.05
2004-08-10,544.48,544.48,544.48,544.48,000,544.48
2004-08-09,550.46,550.46,550.46,550.46,000,550.46
2004-08-06,539.05,539.05,539.05,539.05,000,539.05
2004-08-05,548.20,548.20,548.20,548.20,000,548.20
2004-08-04,547.10,547.10,547.10,547.10,000,547.10
2004-08-03,545.52,545.52,545.52,545.52,000,545.52
2004-08-02,545.81,545.81,545.81,545.81,000,545.81
2004-07-30,540.27,540.27,540.27,540.27,000,540.27
2004-07-29,526.64,526.64,526.64,526.64,000,526.64
2004-07-28,518.15,518.15,518.15,518.15,000,518.15
2004-07-27,550.56,550.56,550.56,550.56,000,550.56
2004-07-26,555.13,555.13,555.13,555.13,000,555.13
2004-07-23,565.77,565.77,565.77,565.77,000,565.77
2004-07-22,553.79,553.79,553.79,553.79,000,553.79
2004-07-21,575.70,575.70,575.70,575.70,000,575.70
2004-07-20,585.10,585.10,585.10,585.10,000,585.10
2004-07-19,604.13,604.13,604.13,604.13,000,604.13
2004-07-16,592.28,592.28,592.28,592.28,000,592.28
2004-07-15,593.74,593.74,593.74,593.74,000,593.74
2004-07-14,588.67,588.67,588.67,588.67,000,588.67
2004-07-13,590.28,590.28,590.28,590.28,000,590.28
2004-07-12,574.32,574.32,574.32,574.32,000,574.32
2004-07-09,567.98,567.98,567.98,567.98,000,567.98
2004-07-08,573.90,573.90,573.90,573.90,000,573.90
2004-07-07,572.34,572.34,572.34,572.34,000,572.34
2004-07-06,564.86,564.86,564.86,564.86,000,564.86
2004-07-05,560.10,560.10,560.10,560.10,000,560.10
2004-07-02,566.45,566.45,566.45,566.45,000,566.45
2004-07-01,585.15,585.15,585.15,585.15,000,585.15
2004-06-30,583.32,583.32,583.32,583.32,000,583.32
2004-06-29,576.23,576.23,576.23,576.23,000,576.23
2004-06-28,589.90,589.90,589.90,589.90,000,589.90
2004-06-25,599.97,599.97,599.97,599.97,000,599.97
2004-06-24,601.09,601.09,601.09,601.09,000,601.09
2004-06-23,603.13,603.13,603.13,603.13,000,603.13
2004-06-22,609.27,609.27,609.27,609.27,000,609.27
2004-06-21,618.36,618.36,618.36,618.36,000,618.36
2004-06-18,600.86,600.86,600.86,600.86,000,600.86
2004-06-17,587.10,587.10,587.10,587.10,000,587.10
2004-06-16,533.26,533.26,533.26,533.26,000,533.26
2004-06-15,542.57,542.57,542.57,542.57,000,542.57
2004-06-14,566.83,566.83,566.83,566.83,000,566.83
2004-06-11,566.83,566.83,566.83,566.83,000,566.83
2004-06-10,571.67,571.67,571.67,571.67,000,571.67
2004-06-09,589.70,589.70,589.70,589.70,000,589.70
2004-06-08,586.08,586.08,586.08,586.08,000,586.08
2004-06-07,576.27,576.27,576.27,576.27,000,576.27
2004-06-04,567.49,567.49,567.49,567.49,000,567.49
2004-06-03,570.61,570.61,570.61,570.61,000,570.61
2004-06-02,568.20,568.20,568.20,568.20,000,568.20
2004-06-01,557.45,557.45,557.45,557.45,000,557.45
2004-05-31,581.07,581.07,581.07,581.07,000,581.07
2004-05-28,583.17,583.17,583.17,583.17,000,583.17
2004-05-27,613.52,613.52,613.52,613.52,000,613.52
2004-05-26,629.99,629.99,629.99,629.99,000,629.99
2004-05-25,619.08,619.08,619.08,619.08,000,619.08
2004-05-24,632.48,632.48,632.48,632.48,000,632.48
2004-05-21,627.12,627.12,627.12,627.12,000,627.12
2004-05-20,630.97,630.97,630.97,630.97,000,630.97
2004-05-19,635.21,635.21,635.21,635.21,000,635.21
2004-05-18,619.80,619.80,619.80,619.80,000,619.80
2004-05-17,616.24,616.24,616.24,616.24,000,616.24
2004-05-14,596.87,596.87,596.87,596.87,000,596.87
2004-05-13,595.68,595.68,595.68,595.68,000,595.68
2004-05-12,589.57,589.57,589.57,589.57,000,589.57
2004-05-11,576.63,576.63,576.63,576.63,000,576.63
2004-05-10,601.13,601.13,601.13,601.13,000,601.13
2004-05-07,601.13,601.13,601.13,601.13,000,601.13
